"Database Name","Species","Authority","Habitat","Organism Type","Common Name","Description","IUIS Name","Accession","Length","Link","Route of allergen exposure","Group1","Allergenecity","Gene ID","Biochemical Name","MW(SDS-PAGE)","Source"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","Chain A, Birch Pollen Allergen Bet V 1","IUIS Name not found","1B6F_A","159","http://db.comparedatabase.org/allergens/view/1B6F_A","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","Bet v 1 k [Betula pendula]","IUIS Name not found","CAA54488.1","160","http://db.comparedatabase.org/allergens/view/CAA54488.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","allergen Bet v 1x [Betula pendula]","IUIS Name not found","AAP37482.1","21","http://db.comparedatabase.org/allergens/view/AAP37482.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","phenylcoumaran benzylic ether reductase","Bet v 6","AAG22740.1","308","http://db.comparedatabase.org/allergens/view/AAG22740.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","Chain A, Birch Pollen Allergen Bet V 1 Mutant N28t, K32q, E45s, P108g","IUIS Name not found","1QMR_A","159","http://db.comparedatabase.org/allergens/view/1QMR_A","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","major allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAA96545.1","160","http://db.comparedatabase.org/allergens/view/CAA96545.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1 [Betula pendula]","IUIS Name not found","CAA05186.1","160","http://db.comparedatabase.org/allergens/view/CAA05186.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1 [Betula pendula]","IUIS Name not found","CAA05187.1","160","http://db.comparedatabase.org/allergens/view/CAA05187.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1 [Betula pendula]","IUIS Name not found","CAA05188.1","160","http://db.comparedatabase.org/allergens/view/CAA05188.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1 [Betula pendula]","IUIS Name not found","CAA05190.1","160","http://db.comparedatabase.org/allergens/view/CAA05190.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pathogenesis related protein / PR-10 / Bet v 1-like protein","Bet v 1","CAA54696.1","160","http://db.comparedatabase.org/allergens/view/CAA54696.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","1 Sc2 [Betula pendula]","IUIS Name not found","CAA54695.1","159","http://db.comparedatabase.org/allergens/view/CAA54695.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","1-Sc1 [Betula pendula]","IUIS Name not found","CAA54694.1","160","http://db.comparedatabase.org/allergens/view/CAA54694.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","Chain A, Birch Pollen Allergen Bet V 1 Mutant E45s","IUIS Name not found","1LLT_A","159","http://db.comparedatabase.org/allergens/view/1LLT_A","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1, isoform at8 [Betula pendula]","IUIS Name not found","CAA07318.1","160","http://db.comparedatabase.org/allergens/view/CAA07318.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1, isoform at10 [Betula pendula]","IUIS Name not found","CAA07319.1","160","http://db.comparedatabase.org/allergens/view/CAA07319.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1, isoform at14 [Betula pendula]","IUIS Name not found","CAA07320.1","120","http://db.comparedatabase.org/allergens/view/CAA07320.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1, isoform at37 [Betula pendula]","IUIS Name not found","CAA07323.1","160","http://db.comparedatabase.org/allergens/view/CAA07323.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1, isoform at42 [Betula pendula]","IUIS Name not found","CAA07324.1","160","http://db.comparedatabase.org/allergens/view/CAA07324.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1, isoform at45 [Betula pendula]","IUIS Name not found","CAA07325.1","160","http://db.comparedatabase.org/allergens/view/CAA07325.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1, isoform at50 [Betula pendula]","IUIS Name not found","CAA07326.1","160","http://db.comparedatabase.org/allergens/view/CAA07326.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1, isoform at59 [Betula pendula]","IUIS Name not found","CAA07327.1","160","http://db.comparedatabase.org/allergens/view/CAA07327.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1, isoform at87 [Betula pendula]","IUIS Name not found","CAA07328.1","120","http://db.comparedatabase.org/allergens/view/CAA07328.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","Major pollen allergen Bet v 1-G (Bet v I-G)","IUIS Name not found","P43180.2","160","http://db.comparedatabase.org/allergens/view/P43180.2","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1, isoform at5 [Betula pendula]","IUIS Name not found","CAA07329.1","160","http://db.comparedatabase.org/allergens/view/CAA07329.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","Major pollen allergen Bet v 1-M/N (Bet v I-M/N)","IUIS Name not found","P43186.2","160","http://db.comparedatabase.org/allergens/view/P43186.2","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Betv1, isoform at7 [Betula pendula]","IUIS Name not found","CAA07330.1","160","http://db.comparedatabase.org/allergens/view/CAA07330.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen, Betv1 [Betula pendula]","IUIS Name not found","CAA04823.1","159","http://db.comparedatabase.org/allergens/view/CAA04823.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen, Betv1 [Betula pendula]","IUIS Name not found","CAA04826.1","159","http://db.comparedatabase.org/allergens/view/CAA04826.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen, Betv1 [Betula pendula]","IUIS Name not found","CAA04827.1","159","http://db.comparedatabase.org/allergens/view/CAA04827.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen, Betv1 [Betula pendula]","IUIS Name not found","CAA04828.1","159","http://db.comparedatabase.org/allergens/view/CAA04828.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen, Betv1 [Betula pendula]","IUIS Name not found","CAA04829.1","159","http://db.comparedatabase.org/allergens/view/CAA04829.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","major allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAA96546.1","160","http://db.comparedatabase.org/allergens/view/CAA96546.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","major allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAA96539.1","160","http://db.comparedatabase.org/allergens/view/CAA96539.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","major allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAA96540.1","160","http://db.comparedatabase.org/allergens/view/CAA96540.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","major allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAA96541.1","160","http://db.comparedatabase.org/allergens/view/CAA96541.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","major allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAA96542.1","160","http://db.comparedatabase.org/allergens/view/CAA96542.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","major allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAA96543.1","160","http://db.comparedatabase.org/allergens/view/CAA96543.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","major allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAA96544.1","160","http://db.comparedatabase.org/allergens/view/CAA96544.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","major allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAA96547.1","160","http://db.comparedatabase.org/allergens/view/CAA96547.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","isoallergen bet v 1 b1 [Betula pendula]","IUIS Name not found","AAD26560.1","160","http://db.comparedatabase.org/allergens/view/AAD26560.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","isoallergen Bet v 1 b2 [Betula pendula]","IUIS Name not found","AAD26561.1","160","http://db.comparedatabase.org/allergens/view/AAD26561.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","isoallergen bet v 1 b3 [Betula pendula]","IUIS Name not found","AAD26562.1","160","http://db.comparedatabase.org/allergens/view/AAD26562.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","cyclophilin","Bet v 7","CAC84116.1","173","http://db.comparedatabase.org/allergens/view/CAC84116.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAB02155.1","160","http://db.comparedatabase.org/allergens/view/CAB02155.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAB02156.1","160","http://db.comparedatabase.org/allergens/view/CAB02156.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAB02157.1","160","http://db.comparedatabase.org/allergens/view/CAB02157.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAB02158.1","160","http://db.comparedatabase.org/allergens/view/CAB02158.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAB02159.1","160","http://db.comparedatabase.org/allergens/view/CAB02159.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAB02160.1","160","http://db.comparedatabase.org/allergens/view/CAB02160.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","pollen allergen Bet v 1 [Betula pendula]","IUIS Name not found","CAB02161.1","160","http://db.comparedatabase.org/allergens/view/CAB02161.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","major pollen allergen Bet v I - European white birch (fragment)","IUIS Name not found","A45786","51","http://db.comparedatabase.org/allergens/view/A45786","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula pendula","Roth","Terristorial","Plant","European white birch","major pollen allergen Bet v II - European white birch (fragment)","IUIS Name not found","B45786","51","http://db.comparedatabase.org/allergens/view/B45786","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula platyphylla","?Sukachev","Terristorial","Plant","Japanese white birch","Bet vI jap1 [Betula platyphylla]","IUIS Name not found","BAB21489.1","160","http://db.comparedatabase.org/allergens/view/BAB21489.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula platyphylla","?Sukachev","Terristorial","Plant","Japanese white birch","Bet vI jap2 [Betula platyphylla]","IUIS Name not found","BAB21490.1","160","http://db.comparedatabase.org/allergens/view/BAB21490.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula platyphylla","?Sukachev","Terristorial","Plant","Japanese white birch","Bet vI jap3 [Betula platyphylla]","IUIS Name not found","BAB21491.1","160","http://db.comparedatabase.org/allergens/view/BAB21491.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula sp.","Taxon author not found","Terristorial","Plant","Birch","isoallergen {N-terminal} [birch, pollen, Peptide Partial, 51 aa]","IUIS Name not found","AAB25850.1","51","http://db.comparedatabase.org/allergens/view/AAB25850.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Betula sp.","Taxon author not found","Terristorial","Plant","Birch","isoallergen {N-terminal} [birch, pollen, Peptide Partial, 51 aa]","IUIS Name not found","AAB25851.1","51","http://db.comparedatabase.org/allergens/view/AAB25851.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","Allergen Bla g 9.0101; arginine kinase","IUIS Name not found","ABC86902.1","356","http://db.comparedatabase.org/allergens/view/ABC86902.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German Cockroach","Bla g 9.0101 arginine kinase","IUIS Name not found","COMPARE001","355","http://db.comparedatabase.org/allergens/view/COMPARE001","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","chymotrypsin-like protein [Blattella germanica]","IUIS Name not found","AJO53282.1","252","http://db.comparedatabase.org/allergens/view/AJO53282.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","alpha-amylase","Bla g 11","ABC68516.1","515","http://db.comparedatabase.org/allergens/view/ABC68516.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","Chain A, Crystal Structure Of Bla G 2 Complexed With Fab 4c3","IUIS Name not found","3LIZ_A","334","http://db.comparedatabase.org/allergens/view/3LIZ_A","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","delta class glutathione S-transferase [Blattella germanica]","IUIS Name not found","ABX57814.1","216","http://db.comparedatabase.org/allergens/view/ABX57814.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","allergen Bla g 5 [Blattella germanica]","IUIS Name not found","AAB72147.1","200","http://db.comparedatabase.org/allergens/view/AAB72147.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","Bla g 4 isoallergen 1 [Blattella germanica]","IUIS Name not found","ACF53836.1","191","http://db.comparedatabase.org/allergens/view/ACF53836.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","Bla g 4 isoallergen 2 [Blattella germanica]","IUIS Name not found","ACF53837.1","190","http://db.comparedatabase.org/allergens/view/ACF53837.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
"Compare ","Blattella germanica","?(Linnaeus)","Terristorial","Animal","German cockroach","inactive aspartic protease","Bla g 2","AAA86744.1","352","http://db.comparedatabase.org/allergens/view/AAA86744.1","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","Data not found for IgE binding only or IgE binding plus biological activity test","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Allergen Source not found"
